thread_id,customer_tweet_id,customer_author_id,created_at,customer_text,xbox_reply_tweet_id,xbox_reply_text,proposed_resolution_mode,proposed_handling_signal,resolution_mode_review_status,intent,intent_semantic_confidence,intent_label_source
57362,57362,129008,Wed Nov 01 19:26:46 +0000 2017,@XboxSupport @129009 Comment résoudre le problème svp ? Cela se marque sur toute mes application et jeux CD. Une solution ? https://t.co/DjZcbg5Eat,57361,"@129008 Hi, can you direct message us what issue you are experiencing? ^RM",private_account_investigation,escalate,rule_assisted_needs_sample_review,other_or_needs_context,0.149,semantic_prototype_weak_label
57975,57975,129160,Wed Nov 01 19:14:06 +0000 2017,"@XboxSupport I got my @118625 XboxOneX. The letter says that I should get GoW4. I got an Operations Pack and not the game, is that right? https://t.co/eCKQEDBAYr",57974,@129160 to the form here: https://t.co/46LiyadBcc on the promotion page or you can try them here: https://t.co/iZuQhSt4oG .  2 ^ZM,public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,game_content_download,0.371,semantic_prototype_weak_label
57975,57975,129160,Wed Nov 01 19:14:06 +0000 2017,"@XboxSupport I got my @118625 XboxOneX. The letter says that I should get GoW4. I got an Operations Pack and not the game, is that right? https://t.co/eCKQEDBAYr",57976,"@129160 Hi there, you'll want to reach out to Taco Bell to inquire about your prize. They link  1 ^ZM",general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,game_content_download,0.371,semantic_prototype_weak_label
61916,61916,130184,Wed Nov 01 09:22:50 +0000 2017,@3435 for some reason it wont allow me to run on xbox plz fix the glitch,61915,"@130184 Hi there! We'd be happy to help with this. Send us a tweet over at @XboxSupport when you get a chance!
 ^TJ",general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,account_access_profile,0.521,semantic_prototype_weak_label
62987,62987,130428,Wed Nov 01 19:39:44 +0000 2017,@xboxsupport @125833 https://t.co/FxO7GEAnRW Neither of you can fix this? I paid $105.99 and don't have what I paid for....,62986,@130428 @125833 Hi there! Mind sending us a direct message [dm] with your Gamertag so we can further assist? ^JA,private_account_investigation,escalate,rule_assisted_needs_sample_review,account_access_profile,0.584,semantic_prototype_weak_label
63654,63652,130630,Wed Nov 01 11:01:56 +0000 2017,@130631 xbox disc readers broken and i dont have a card to buy it on dash,63651,"@130630 Hi there! We'd be happy to help with this. Send us a tweet over at @XboxSupport when you get a chance!
 ^TJ",general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,account_access_profile,0.425,semantic_prototype_weak_label
101462,101459,138216,Thu Nov 30 08:31:01 +0000 2017,@XboxSupport No i have not,101458,"@138216 Hey there, can you please follow then DM us your Gamertag so that we can collect some more information from you? ^XS",private_account_investigation,escalate,rule_assisted_needs_sample_review,account_access_profile,0.447,semantic_prototype_weak_label
101462,101461,138216,Wed Nov 29 21:00:40 +0000 2017,@XboxSupport @XboxSupport did you recieve my message? I didnot get a reaction yet.,101460,@138216 Hi there! Thanks for reaching out to us. Do you have your console plugged into a surge protector by any chance? ^CO,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,other_or_needs_context,0.540,semantic_prototype_weak_label
103494,103493,138782,Thu Nov 30 09:50:22 +0000 2017,@138783 @XboxSupport Yes The Support is Great! @XboxSupport @115786,103491,"@138782 Hi there, we appreciate the kind words! If you have any Xbox questions, you know where to find us :) ^ZM",general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,other_or_needs_context,0.539,semantic_prototype_weak_label
105871,105865,139396,Thu Nov 30 14:24:05 +0000 2017,@139397 @XboxSupport you on xbox as well?,105864,"@139396 like to see changed in the future, be sure to post/vote on that at https://t.co/xzPtJXQjgy  3 ^BZ",public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,account_access_profile,0.486,semantic_prototype_weak_label
105871,105865,139396,Thu Nov 30 14:24:05 +0000 2017,@139397 @XboxSupport you on xbox as well?,105867,@139396 would've been given a warning message that says this may happen. If this is something you'd  2 ^BZ,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,account_access_profile,0.486,semantic_prototype_weak_label
105871,105865,139396,Thu Nov 30 14:24:05 +0000 2017,@139397 @XboxSupport you on xbox as well?,105868,"@139396 Hi there. Certainly understand the frustration here, however, when you select the cancel installation option, you  1 ^BZ",general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,account_access_profile,0.486,semantic_prototype_weak_label
114952,114952,141548,Thu Nov 23 05:30:21 +0000 2017,"Hey @XboxSupport, who made this? ""Yes it was"" what?The fields were terrible. Also have never rated anything from 1 to 9 before and then have the ranking change to 1 - 5 https://t.co/F8cpW55ibq",114950,@141548 Apologies for the delay. Definitely some solid feedback. We will make sure the proper people get a look. Thanks so much.  ^IS,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,safety_enforcement_security,0.268,semantic_prototype_weak_label
114952,114953,141548,Thu Nov 23 21:26:36 +0000 2017,"@XboxSupport When building forms, one should always ask ""Why do we need to know this"". I'm in the business so sorry for the rant but couldn't help myself :)",114954,@141548 Once again thank you for the feedback. Let us know if we can assist with anything else. ^JL,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,other_or_needs_context,0.433,semantic_prototype_weak_label
114964,114964,141551,Thu Nov 23 20:45:05 +0000 2017,So if I understand this correctly. @XboxSupport can just arbitrarily suspend me without any info and won’t listen to an appeal? What on earth. At least explain what is going on. Maybe take into account salty call of duty players? https://t.co/pOhrpvZ5W7,114962,@141551 Definitely understand your concern. All of that information can be found when you login here: https://t.co/6qQMy2bXXc a and/or check the email attached to your account. If your not seeing anything there can you dm your GT and if you see this error on console? ^IS,public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,safety_enforcement_security,0.530,semantic_prototype_weak_label
118357,118357,142273,Thu Nov 23 19:29:25 +0000 2017,@XboxSupport How do i refund a digitally bought game?,118355,@142273 You can go through the steps here: https://t.co/Py4eqGk6gg or reach out to our chat team here: https://t.co/lUV7XYl61S . ^IS,specialist_handoff,escalate,rule_assisted_needs_sample_review,billing_codes_refunds,0.524,semantic_prototype_weak_label
118357,118356,142273,Thu Nov 23 23:30:18 +0000 2017,@XboxSupport Can you refund it?,118358,@142273 Only our chat team or through the steps on https://t.co/XSQe1HYUc7 would be able to process that. We don't have those capabilities on twitter.  ^IS,specialist_handoff,escalate,rule_assisted_needs_sample_review,billing_codes_refunds,0.500,semantic_prototype_weak_label
118406,118403,142281,Thu Nov 23 18:27:41 +0000 2017,@XboxSupport Well as you can see from the video there are no errors and it's kinda explains itself what a going on,118402,@142281 Let's have you try the steps here: https://t.co/8yUclREAkc to get your console updated and you back to gaming. ^RR,public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,other_or_needs_context,0.570,semantic_prototype_weak_label
118406,118406,142281,Thu Nov 23 12:29:52 +0000 2017,@XboxSupport uhh what should I do https://t.co/TVulOOf2s2,118404,@142281 are having along with your Gamertag? Please include verbatims of any error you are seeing.  2 ^XS,private_account_investigation,escalate,rule_assisted_needs_sample_review,other_or_needs_context,0.479,semantic_prototype_weak_label
119917,119917,142612,Thu Nov 23 22:40:54 +0000 2017,@XboxSupport got two achievements about half hour ago. Nothings happened and they are still showing as locked. Any ideas?,119916,@142612 Hi there! Let's check out our guide here for this achievement issue that you're seeing  https://t.co/sjqdEQXJjy  ^TJ,public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,account_access_profile,0.429,semantic_prototype_weak_label
119950,119947,142619,Thu Nov 23 20:30:08 +0000 2017,"@XboxSupport My Gamertag is ""S lP lH a XX""",119945,"@142619 Hey there, let's try removing the profile then adding it back using the steps outlined here: https://t.co/dVcem36rc1 ^XS",public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,account_access_profile,0.419,semantic_prototype_weak_label
119950,119946,142619,Fri Nov 24 14:38:25 +0000 2017,@XboxSupport Still not working,119948,@142619 our chat team here: https://t.co/lUV7XYl61S so they can take a deeper look into the account and purchase with you.  2 ^XS,specialist_handoff,escalate,rule_assisted_needs_sample_review,account_access_profile,0.518,semantic_prototype_weak_label
119950,119946,142619,Fri Nov 24 14:38:25 +0000 2017,@XboxSupport Still not working,119949,"@142619 Hi there, when you get a moment what you will want to do in this case; is reach out to  1 ^XS",general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,account_access_profile,0.518,semantic_prototype_weak_label
120847,120847,142880,Thu Nov 23 22:27:09 +0000 2017,@XboxSupport got a one s the other day and its doing this when on energy save mode?? https://t.co/CtEUBsoJUC,120846,@142880 Hi. So it's not odd for electronics to make noise while plugged in. The sound in the video is hard to assess with no other sounds to reference. Are you also seeing performance issues? ^IS,visual_evidence_required,escalate,rule_assisted_needs_sample_review,other_or_needs_context,0.362,semantic_prototype_weak_label
120870,120870,142885,Thu Nov 23 21:43:32 +0000 2017,@XboxSupport My Xbox One X keeps turning itself off. I Have tried resetting the internal power supply. Any ideas?,120866,@142885 Hello! Let's try the steps here: https://t.co/cDFoZffknP to see if that helps with your console.  ^RR,public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,account_access_profile,0.407,semantic_prototype_weak_label
120870,120867,142885,Fri Nov 24 11:08:24 +0000 2017,"@XboxSupport The console doesn't stay in instant on mode. Things I set to download seem to do so but when I power the console on again, I have to sit through the 4K Cpu boot up sequence that you normally see when the console is in energy saver mode. All seems a bit strange",120871,"@142885 Thanks for that info. To check, is your Xbox One X console connected to a wall outlet or power strip? ^ZM",general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,connectivity_xbox_live,0.272,semantic_prototype_weak_label
121803,121803,143142,Thu Nov 23 22:56:52 +0000 2017,@XboxSupport bought a project Scorpio edition x an my controller won't work unless I connect it via the charger can you help please,121801,@143142 are having along with your Gamertag? Please include verbatims of any error you are seeing.  2 ^XS,private_account_investigation,escalate,rule_assisted_needs_sample_review,other_or_needs_context,0.346,semantic_prototype_weak_label
121803,121803,143142,Thu Nov 23 22:56:52 +0000 2017,@XboxSupport bought a project Scorpio edition x an my controller won't work unless I connect it via the charger can you help please,121804,"@143142 Hey there, can you please DM us with a full description of the issue you  1 ^XS",private_account_investigation,escalate,rule_assisted_needs_sample_review,other_or_needs_context,0.346,semantic_prototype_weak_label
121863,121863,143154,Thu Nov 23 22:37:27 +0000 2017,"Reason why I'm not diving onto the X-Box One even for $190, @115786 @XboxSupport they took away SO MANY of the best games away from the Live Arcade. Put them all back and I'll buy a One X. #XBoxOneX #BlackFriday",121862,@143154 feedback team loves to hear from the customers about what they would like to see on the console.  2 ^JL,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,subscription_game_pass_gold,0.432,semantic_prototype_weak_label
121863,121863,143154,Thu Nov 23 22:37:27 +0000 2017,"Reason why I'm not diving onto the X-Box One even for $190, @115786 @XboxSupport they took away SO MANY of the best games away from the Live Arcade. Put them all back and I'll buy a One X. #XBoxOneX #BlackFriday",121864,"@143154 Heya! If you have any ideas or suggestions, we have a feedback page here: https://t.co/xzPtJXQjgy for just that. Our  1 ^JL",public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,subscription_game_pass_gold,0.432,semantic_prototype_weak_label
121872,121872,143157,Thu Nov 23 22:14:40 +0000 2017,@XboxSupport when u enter my PayPal onto my Xbox account it says the bank couldn't authorise this and i took a paypal off and then tried putting it back on and said the same thing is the Xbox servers down? Is there a fix,121871,@143157 Hi there! Are you able to set that up here https://t.co/APJuoiDE4P Let us know if you run into any errors. ^JL,public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,account_access_profile,0.641,semantic_prototype_weak_label
123250,123250,143537,Fri Nov 24 00:33:33 +0000 2017,@XboxSupport please see the dm I sent you,123248,"@143537 Hey there, we have some steps you can take here: https://t.co/68OMKgqFqa to help resolve this issue.  ^XS",public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,account_access_profile,0.454,semantic_prototype_weak_label
125194,125194,144068,Fri Nov 24 02:13:13 +0000 2017,@XboxSupport Hi there. My Xbox One has suddenly stopped playing any sounds. I switched it on and it was silent. I’ve tried a hard reset and even resetting the console but nothing seems to work. It’s not the HDMI cable and the TV is working fine.,125192,@144068 Definitely odd. If you have not already let's check out this page: https://t.co/nwYcRjnv5P for some steps on this specifically. ^IS,public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,console_accessory_display,0.356,semantic_prototype_weak_label
125194,125193,144068,Fri Nov 24 02:43:17 +0000 2017,@XboxSupport Thanks for the help. Turned out it was the TV after all.,125195,@144068 Glad you got that figured out. Hope you have a great one. ^IS,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,account_access_profile,0.461,semantic_prototype_weak_label
125983,125982,144272,Fri Nov 24 02:37:41 +0000 2017,@XboxSupport the mod allows you to play coop could the xbox one be able to handle that with the coding and all?,125980,@144272 Hello! Recommend reaching out to the game developer for more info on that.  ^RR,needs_more_context,escalate,rule_assisted_needs_sample_review,other_or_needs_context,0.434,semantic_prototype_weak_label
126629,126629,144426,Fri Nov 24 02:39:50 +0000 2017,@XboxSupport thx for fucking replying you uselss cunts.,126628,@144426 One S does have 4k but not like the Xbox One X it much more powerful.  2 ^CO,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,other_or_needs_context,0.498,semantic_prototype_weak_label
126629,126629,144426,Fri Nov 24 02:39:50 +0000 2017,@XboxSupport thx for fucking replying you uselss cunts.,126630,@144426 Hi there! We appreciate your patience as we attempt to get back to everyone. The Xbox  1 ^CO,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,other_or_needs_context,0.498,semantic_prototype_weak_label
129533,129533,145188,Fri Nov 24 05:33:05 +0000 2017,@XboxSupport Xbox live keeps asking me to buy more Gold membership despite already having it active and it doesn't expire till next year.,129530,@145188 Hi there! Let's try logging on here to see if your purchase is marked as completed: https://t.co/Vdnoh9l6jQ ^CO,public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,subscription_game_pass_gold,0.588,semantic_prototype_weak_label
129533,129531,145188,Fri Nov 24 05:56:06 +0000 2017,"@XboxSupport Yeah, it's redeemed but it still won't allow me to play online. I've tried restarting my xbox, router, checked purchase. I've no idea what's happened",129534,@145188 Got it. This may be related to an issue we're looking into and since we're closing up now let's reach out to our team here: https://t.co/lUV7XYCGTq  to get this addressed. ^IS,public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,account_access_profile,0.489,semantic_prototype_weak_label
129551,129551,145191,Fri Nov 24 05:30:12 +0000 2017,"@XboxSupport I purchased a 3 months Xbox live gold prepaid card. I used the code and it went fine, it says under my memberships that I have gold and I can download the games on sale but I cannot play games online or join party’s and it tells me I need to get gold. Please help!!",129549,@145191 Heya! Let's remove your profile https://t.co/zJxn1EMf83 then power cycle https://t.co/QENEhDawC3 and sign back in to try that once more. ^JL,public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,subscription_game_pass_gold,0.589,semantic_prototype_weak_label
129551,129552,145191,Fri Nov 24 06:13:13 +0000 2017,@XboxSupport I cannot play online or join party’s or it tells me I need gold,129553,@145191 our chat team here: https://t.co/lUV7XYl61S so they can take a deeper look into the account and purchase with you.  2 ^XS,specialist_handoff,escalate,rule_assisted_needs_sample_review,account_access_profile,0.552,semantic_prototype_weak_label
129551,129552,145191,Fri Nov 24 06:13:13 +0000 2017,@XboxSupport I cannot play online or join party’s or it tells me I need gold,129554,"@145191 Hi there, when you get a moment what you will want to do in this case; is reach out to  1 ^XS",general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,account_access_profile,0.552,semantic_prototype_weak_label
153148,153148,151059,Fri Nov 24 06:09:20 +0000 2017,"@XboxSupport say I wanted a name but cant have it because someone has taken it, but that person is inactive to the point of having no games played nor any gamerscore, is there a way I could get it",153146,"@151059 Hello, if the Gamertag is listed as unavailable or taken then you would be unable to claim it. ^RM",general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,account_access_profile,0.401,semantic_prototype_weak_label
153148,153147,151059,Fri Nov 24 18:09:11 +0000 2017,@XboxSupport Will accounts like that ever be terminated then? Its annoying someone who is inactive and has nothing on their account gets to keep the name that I'd pay money to have,153149,@151059 is possible that the user in question is using one of those services like Groove Music.  2 ^XS,general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,safety_enforcement_security,0.518,semantic_prototype_weak_label
153148,153147,151059,Fri Nov 24 18:09:11 +0000 2017,@XboxSupport Will accounts like that ever be terminated then? Its annoying someone who is inactive and has nothing on their account gets to keep the name that I'd pay money to have,153150,"@151059 Hey there, Gamertags are tied to accounts that use other services under the Microsoft umbrella, it  1 ^XS",general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,safety_enforcement_security,0.518,semantic_prototype_weak_label
154665,154665,151451,Fri Nov 24 10:51:29 +0000 2017,@XboxSupport Is the Hasbro Family Fun Pack not for sale in Ireland as part of the Black Friday sale? Seen it on https://t.co/UwKujT7nCK but I take it its a regional thing?,154664,"@151451 Hi, sales vary by region and unfortunately that sale is not available in your region. ^RM",general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,billing_codes_refunds,0.226,semantic_prototype_weak_label
154675,154675,151455,Fri Nov 24 08:56:19 +0000 2017,@XboxSupport people I’ve deleted from my friends list still pop up as a notification when they go online how can I stop this please?,154674,"@151455 Also, try re-adding your profile to the console after making changes. https://t.co/eiHkwO2UgB  2 ^RM",public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,account_access_profile,0.397,semantic_prototype_weak_label
154675,154675,151455,Fri Nov 24 08:56:19 +0000 2017,@XboxSupport people I’ve deleted from my friends list still pop up as a notification when they go online how can I stop this please?,154676,"@151455 Hello, if they pop up again, ensure you are using these steps https://t.co/xyRVzisKOk.  1 ^RM",public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,account_access_profile,0.397,semantic_prototype_weak_label
158187,158187,152368,Fri Nov 24 10:09:24 +0000 2017,@7859 @XboxSupport Ik wacht al weken op dat de Kinect Adapter voor mijn Xbox One X beschikbaar komt. Maar ik ben bang dat ik nog lang kan wachten op dit tempo,158186,"@152368 @7859 We'd be happy to help, though we are an English speaking support team. Could you follow &amp; DM @Xboxsupport with your Gamertag &amp; some details?^EZ",private_account_investigation,escalate,rule_assisted_needs_sample_review,other_or_needs_context,0.250,semantic_prototype_weak_label
158219,158217,152377,Fri Nov 24 08:08:07 +0000 2017,"@XboxSupport It’s worked now, must have had a backlog in the system or something. Also I don’t wanna block people. That’s not my bag. https://t.co/qA2jByxZix",158216,"@152377 Awesome, we're glad to hear that helped. If you have any other Xbox questions for us, please let us know :) ^ZM",general_or_unclear_reply,review_required,rule_assisted_needs_sample_review,account_access_profile,0.443,semantic_prototype_weak_label
158219,158219,152377,Thu Nov 23 14:22:05 +0000 2017,"@XboxSupport I've tidied up my friends list to keep it to people I actually interact with, however people I'm not friends with now are still showing. How can I get them to disappear?",158218,"@152377 Hi there! To make sure, do you notice any issues when you try to block these profiles as well? https://t.co/6cBramzL6j ^TJ",public_documentation,auto_handle_candidate,rule_assisted_needs_sample_review,account_access_profile,0.230,semantic_prototype_weak_label
159822,159822,152810,Fri Nov 24 12:57:47 +0000 2017,"@XboxSupport I just accidently bought the Rise of the Tomb Raider Season Pass, thinking it was the game. And I heard you can get refunds now, but I can't find it. I am part of the preview thing too. Any help?",159821,@152810 https://t.co/Py4eqGk6gg and reaching out to the chat team https://t.co/lUV7XYl61S as they are best equipped to help with this!  2 ^JS,specialist_handoff,escalate,rule_assisted_needs_sample_review,billing_codes_refunds,0.406,semantic_prototype_weak_label
